Key;Title
10000;Totaal
3000;Geslacht: mannen
4000;Geslacht: vrouwen
41100;Leeftijd: jonger dan 15 jaar
70400;Leeftijd: 15 tot 20 jaar
70500;Leeftijd: 20 tot 25 jaar
70600;Leeftijd: 25 tot 30 jaar
70700;Leeftijd: 30 tot 35 jaar
70800;Leeftijd: 35 tot 40 jaar
70900;Leeftijd: 40 tot 45 jaar
71000;Leeftijd: 45 tot 50 jaar
71100;Leeftijd: 50 tot 55 jaar
71200;Leeftijd: 55 tot 60 jaar
71300;Leeftijd: 60 tot 65 jaar
53925;Leeftijd: 65 tot 75 jaar
21600;Leeftijd: 75 jaar of ouder
